text,BIO_anno,class
你北京有网点吗，浦发的网点,O O O O O O O O B-BANK I-BANK O O O,2
恭喜贺喜。努力提高单卡额度,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N,1
网点可以制卡？,O O O O B-COMMENTS_N I-COMMENTS_N O,2
上海银行的不新建账户,B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N,2
最好还是打电话问下客服。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
完了，这货会连降，这只是刚开始,O O O O O O O B-COMMENTS_ADJ O O O O O O O,2
我准备消失卡，还有一点惊喜。明白了，谢谢。,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
千万不要网申,O O O O B-PRODUCT I-PRODUCT,2
比我高??没人打电话??直接下了,O O O O O O O O O O O O O O O O,2
我没逾期早就支付了，现在逾期两个月，最低都还不上,O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
不是比例，是总额。,O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
截图页面在哪没看到呢,O O O O O O O O O O,2
这是推荐还是每个人都有？推荐礼？,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
大神，你这么多卡如何管理，佩服哦,O O O O O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O,2
我也是秒批，结果菜卡，想注销了,O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O,0
支付宝买基金怎么买,B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O,2
我必须打印信用报告吗？！,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
穷限制了想象力，什么理财啊，基金啊离我很遥远,O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O,2
我也是一直被拒，不懂原因，而且都是秒拒,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
1000尚未准备好激活。,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
这提额幅度接近200%了？一般哪有这么多,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
我贴了一个帖子为了私利,O O O O O O O O O O O,2
无所谓随兴分已经交过手续费了??随便刷不会风控的,O O O O O O O O O O O O O O O O O O O O O O O O,2
就冲华子你就过了,O O O O O O O O,2
可能额度得五万起步，才能申请成功鼎雅。！？我金卡五万，一月份申请鼎雅，成功申批，额度共享,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
机器能刷那么多吗,O O O O O O B-COMMENTS_ADJ O,2
拿到7级需要5亿。太高了，搞不起,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
已消:浙商银行中国银行建设交通,O O O B-BANK I-BANK I-BANK I-BANK B-BANK I-BANK I-BANK I-BANK B-BANK I-BANK B-BANK I-BANK,2
人员系统维护都要钱，银行又不是公安局怎么可能一直免费服务，老哥是心里不平衡国家银行怎么能收费，投诉什么，顶多被口头警告告诉邮政以后要提前告知客户...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK O O O O O O O O O O O O,0
打电话投诉，说他们催收的态度恶劣，要求银行跟你协商处理。,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2
卡费要补进去吗,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O,2
外催的吧，态度恶劣,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
线下大部分商户应该没有积分,O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
降了几多？,B-COMMENTS_ADJ O O O O,2
和楼主探讨了一下那个规则的弊端。没站楼层，也没必要站啊,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
有征信电话吗，公司或者个人,O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
注销后恢复了我原有额度。,B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O,2
能加，信报上给你叠加。。。,O O O O O O O O O O O O O,2
有道理??已满上，信用卡额度都提慢,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
我的0.38笑纳了;工行银行的,O O O O O O O O O O B-BANK I-BANK O O O,2
是的，还清5年后，不过他已有房贷了。,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
你卡前面有没有个好字？好车主卡和车主卡不一样，好车主金卡上限1200，好车主白金卡1800，至于车主卡就不知道了,O O O O O O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
给了礼物没，我昨天去滨湖二选一，浦发的活动还不错,O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
那得试试，效果好不好,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
法人问题不大吧。之前做卡员法人pad进件都能批的,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
不秒拒机会很大，我跟我哥都是昨天申请的，我申请的苏宁易购，他申请的英雄联盟刚才都通过了,O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
不一定低的，金卡好像是1-5w，我普卡都下了,O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
我批了，中午接了回访电话，刚刚收到短信,O O O O O O O O O O O O O O O O O O O,2
我跟你相反，认证完公积金，去查进度，拒绝！估计我点了提交就拒了！他喵的，还浪费表情让我认证公积金！,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
1月20号审核到现在。。。。。。。。,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
一个月一千块钱，如果考虑理财那建议购买基金，选择定存，每个月可以存一部分，或者说转余额宝,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
由你卡审核中代表有电话，等着吧，注意接听,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O,2
年初八申请的，还没记录，速度有点慢啊,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2
泰州银行周五提交的，今天，卡后出来最后四位。不知道有多少,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
你是什么卡种，建行的龙卡,O O O O B-PRODUCT O O B-BANK I-BANK O B-PRODUCT I-PRODUCT,2
我昨天申请的，没有打电话，今天显示初审通过了，还不知道结果。但愿是我满意的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不到10000，工行好扣们,O O O O O O O O B-BANK I-BANK O O O,2
你得全额还款才可以,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O,2
结合自身情况，用招行比较多，好用。但单纯收益来说，差别不大！当然，资金量大，可以选择挺多，可以分散配置！,O O O O O O O O B-BANK I-BANK O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,2
看论坛。光大银行偏爱公积金客户和学术客户,O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
不试谁也不知道，这个得看你的总负债吧,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
话术指导一下，刚刚打电话，无情拒绝了,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
银行准胜吗！,O O O B-COMMENTS_ADJ O O,2
系统问题，想多了,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
看运气，公积金基数高相对来说好过,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O,2
你什么时候申请的？都批下来了，额度还可以,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
老兄，哪个网点？之前在滨江要看社保,O O O O O O O O O O O O O O O O O,2
我打电话的时候你说什么，兄弟，我逾期十天。,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
不给到本金分期，你就不同意就完事，之后会有银行的更高级别的人联系你本金分期的，我就是这样抗下来剩了1....,O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
有坑，和我自己的网上申请没什么区别,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O,0
我只要下卡，额度低点慢慢提，太高了害怕,O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
放锤21号到现在,O O O O O O O O,2
比如说，如果你只有 1 万块的资金，那么理财经理可能会给你推荐，销售起点比较低的公募理财。,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O,2
去了你就输了，等，照样额度还可以的,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
你确定他是这样讲的？没有加“有可能”三个字？,O O O O O O O O O O O O O O O O O O O O O O,2
目前银行利率下行，在3.85%年华。目前建行，招商，广发，工商都已经调整在这个利息。坐标北京仅供参考,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
什么意思，分期18k？看看我的帖子你就明白了。?你是说金融情报基金占用了专项分期额度？,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O,2
够呛了，我以前就这样，额度低，都不想Shaun,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O,2
我也是准备冻卡两个月再试第三次无界卡不行就冻卡或者销卡,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N,2
成本太高了，我直接营业执照进件申过邮储了，下了四万，无社保公积金。,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
看名额，反正4w我不敢试，招行的这个有点地,O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2
楼主还在吗？申请的信用卡归属地算哪里呀？二卡呢？,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
邮储应該好激活,B-BANK I-BANK O O O B-COMMENTS_N I-COMMENTS_N,2
那你借看看咯，哈哈。我上面也显示免息一个月，可以试试。我是不想被套路了,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
现在电影票也不能用积分了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O,2
哥的机构是银行贷款吧？,O O O O O O O B-PRODUCT I-PRODUCT O O,2
跟房贷有关？可以继续用房贷吗？你说这些,O B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
这种情况很正常。房东的利息应该是提现或者现金分期。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-PRODUCT I-PRODUCT O,2
也可以到有 借论坛里面找下这类的贷款平台的，有更新了不少，可以去试下。,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
最近很多翻车的,O O O O O O O,2
网申，还是营业厅办理的？工行的高些,O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ O,2
其他银行金额大的卡，就卖了；如果你是人生第一卡，你就养它??,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O,2
前天光大银行电话来沟通的,O O B-BANK I-BANK O O O O O O O O,2
不是共享配额吗？,O O O O B-COMMENTS_N I-COMMENTS_N O O,2
平安我的5折，0.41也不想分。感觉还是有点贵,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O,2
爆通讯录吗，没这么缺德吧,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
2民生10k-13k-15k-16K-19K-23K-30K,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
一个月40多笔还少吗？,O O O O O O O O B-COMMENTS_ADJ O O,2
网申犀利卡？,O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
这个月还有一个。微信和支付宝消费19次抽奖。,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O,2
平安不能碰,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
想多了.用光.大概率降到几百块,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O O O,2
我现在有个工行白金10万永久额度??建行4万??邮储金卡2.5万??邮储刚用半个月??能不能申请鼎致白金？知道的给个建议,O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O B-BANK I-BANK O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
秒批？兴业的就是秒批，资料全的话,O O O B-BANK I-BANK O O O O O O O O O O O,2
我的是以前单位的传真号,O O O O O O O O O O O,2
确实，杭州不太看中信用卡，卡片基本都是终免年费的，不过基本也没什么活动，不过别连着申，过6个月再试试,O O O O O O O O B-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
分期多吗？，笔数怎样，老哥,B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
等了几天之后，有没有接到电话？效率好低,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ,2
他赚3600。别问我怎么知道的，我就普惠前员工。太坑了,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
我也刚提，招行的67-91k,O O O O O B-BANK I-BANK O O O O O O O,2
招商标准金24K,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
可能吧??但是他又批了我车卡，车主卡,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT,2
问题是可以申请哦，现在这张黑色的也能申请。太好了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
那要咋办呢。蒙圈了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
最多可以要六个月，理由充分就行，你这俩月稳,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
搬那么多砖都才这么点额度？太小气了吧,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
我已经挂失了，看看会不会变吧,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
跌了多少？让我取消返现白金卡?取消后，我恢复了原来的样子,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2
有没有代还，方便操作么,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
恒丰3k,B-BANK I-BANK O O,2
没人评论害??我在这里发表的广大卡友顶起来希望能帮助到更多的人??平安信用卡的这个减免是真的我已经全部结清了??不过大家记得都得找客服核实才安全...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
这已经很优质了…别说的那么普通,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
楼主能说说广发中信浦发野鸡在哪吗，我还在养征信中，想办这些卡,O O O O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
我这边挺好的，只需要良民证就能激活,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
年前给朋友找的，他公积金2600，工资1.2，有房，线下鼎致下卡7万，他负债20多个，你资质好多啦,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
唉兄弟，逾期3万，我一个月存1000。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
不是吧！我办的浦发的还是很快的,O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
不敢用啊，网贷毕竟上征信。羡慕老哥信用卡额度高，我的所有卡基本没提过额度，,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
套现一般不会降额，征信出现小额贷款四个字会降额,O O O O O O B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ O,2
一个网点行长跟我说过，公务员或者有定期存款,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
我呆账，征信黑，能下吗,O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O O,2
鼎致额度一般，想试下再申一张鼎雅能不能加点额度,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
有什么办法可以搞它么，太难了,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
连续三次主动，额度现在比较满意,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
可以，有效期延长5年。招行的就可以的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O O O O,2
定期消费贷款月息7%???邮政服务3%香,B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ,2
论坛上很多都说上海银行的美团就不在征信上体现，只有办卡时候的一个审核,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
成功率不高呗,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
交通30k,B-BANK I-BANK O O O,2
我负债6万多照样提额了,O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O,2
我如果是你，我就不管招商……,O O O O O O O O O O B-BANK I-BANK O O,2
